#Filename                                 MJD
sn1999dq-19990907.48-fast.flm             51428.48
sn1999dq-19990908.48-fast.flm             51429.48
sn1999dq-19990909.44-fast.flm             51430.44
sn1999dq-19990910.44-fast.flm             51431.44
sn1999dq-19990911.46-fast.flm             51432.46
sn1999dq-19990912.51-fast.flm             51433.51
sn1999dq-19990915.45-fast.flm             51436.45
sn1999dq-19990916.45-fast.flm             51437.45
sn1999dq-19990917.46-fast.flm             51438.46
sn1999dq-19990918.45-fast.flm             51439.45
sn1999dq-19990920.46-fast.flm             51441.46
sn1999dq-19991002.47-fast.flm             51453.47
sn1999dq-19991003.45-fast.flm             51454.45
sn1999dq-19991011.45-fast.flm             51462.45
sn1999dq-19991014.32-fast.flm             51465.32
sn1999dq-19991018.49-fast.flm             51469.49
sn1999dq-19991031.33-fast.flm             51482.33
sn1999dq-19991102.35-fast.flm             51484.35
sn1999dq-19991112.31-fast.flm             51494.31
sn1999dq-19991213.24-fast.flm             51525.24
sn1999ef-19991013.29-fast.flm             51464.29
sn1999ef-19991014.31-fast.flm             51465.31
sn1999ef-19991016.30-fast.flm             51467.30
sn1999ej-19991030.28-fast.flm             51481.28
sn1999ej-19991102.20-fast.flm             51484.20
sn1999ej-19991104.27-fast.flm             51486.27
sn1999ej-19991109.26-fast.flm             51491.26
sn1999ej-19991112.27-fast.flm             51494.27
sn1999ek-19991030.47-fast.flm             51481.47
sn1999ek-19991103.40-fast.flm             51485.40
sn1999ek-19991109.42-fast.flm             51491.42
sn1999ek-19991112.46-fast.flm             51494.46
sn1999gd-19991208.52-fast.flm             51520.52
sn1999gd-19991215.46-fast.flm             51527.46
sn1999gd-20000102.39-fast.flm             51545.39
sn1999gd-20000106.44-fast.flm             51549.44
sn1999gd-20000111.40-fast.flm             51554.40
sn1999gh-19991206.53-fast.flm             51518.53
sn1999gh-19991207.53-fast.flm             51519.53
sn1999gh-19991208.52-fast.flm             51520.52
sn1999gh-19991209.50-fast.flm             51521.50
sn1999gh-19991210.50-fast.flm             51522.50
sn1999gh-19991212.50-fast.flm             51524.50
sn1999gh-19991213.51-fast.flm             51525.51
sn1999gh-19991229.45-fast.flm             51541.45
sn1999gh-20000104.45-fast.flm             51547.45
sn1999gh-20000106.45-fast.flm             51549.45
sn1999gh-20000110.42-fast.flm             51553.42
sn1999gh-20000112.38-fast.flm             51555.38
sn1999gh-20000205.33-fast.flm             51579.33
sn1999gh-20000210.33-fast.flm             51584.33
sn1999gh-20000212.30-fast.flm             51586.30
sn1999gj-19991209.53-fast.flm             51521.53
sn1999gm-19991229.39-fast.flm             51541.39
sn1999gm-20000103.39-fast.flm             51546.39
sn1999gm-20000105.43-fast.flm             51548.43
sn1999gm-20000109.38-fast.flm             51552.38
sn1999gp-20000102.21-fast.flm             51545.21
sn1999gp-20000105.10-fast.flm             51548.10
sn1999gp-20000107.13-fast.flm             51550.13
sn1999gp-20000110.11-fast.flm             51553.11
sn1999gp-20000112.09-fast.flm             51555.09
sn1999gp-20000114.16-fast.flm             51557.16
sn1999gp-20000129.10-fast.flm             51572.10
sn1999gp-20000212.11-fast.flm             51586.11
sn1999gp-20000227.12-fast.flm             51601.12
sn1999gp-20000303.12-fast.flm             51606.12
sn2000A-20000103.08-fast.flm              51546.08
sn2000B-20000128.13-fast.flm              51571.13
sn2000B-20000202.24-fast.flm              51576.24
sn2000B-20000210.31-fast.flm              51584.31
sn2000B-20000226.28-fast.flm              51600.28
sn2000B-20000227.27-fast.flm              51601.27
sn2000B-20000304.16-fast.flm              51607.16
sn2000B-20000309.13-fast.flm              51612.13
sn2000E-20000531.40-fast.flm              51695.40
sn2000E-20000602.45-fast.flm              51697.45
sn2000K-20000229.32-fast.flm              51603.32
sn2000O-20000308.45-fast.flm              51611.45
sn2000bh-20000427.24-fast.flm             51661.24
sn2000bk-20000425.20-fast.flm             51659.20
sn2000bk-20000502.23-fast.flm             51666.23
sn2000bk-20000510.19-fast.flm             51674.19
sn2000ce-20000510.15-fast.flm             51674.15
sn2000ce-20000512.15-fast.flm             51676.15
sn2000ce-20000523.14-fast.flm             51687.14
sn2000ce-20000525.15-fast.flm             51689.15
sn2000cf-20000511.34-fast.flm             51675.34
sn2000cf-20000512.36-fast.flm             51676.36
sn2000cf-20000523.31-fast.flm             51687.31
sn2000cf-20000525.35-fast.flm             51689.35
sn2000cf-20000602.33-fast.flm             51697.33
sn2000cf-20000603.33-fast.flm             51698.33
sn2000cm-20000604.16-fast.flm             51699.16
sn2000cm-20000605.16-fast.flm             51700.16
sn2000cn-20000603.37-fast.flm             51698.37
sn2000cn-20000604.38-fast.flm             51699.38
sn2000cn-20000605.37-fast.flm             51700.37
sn2000cn-20000621.37-fast.flm             51716.37
sn2000cn-20000623.34-fast.flm             51718.34
sn2000cn-20000625.36-fast.flm             51720.36
sn2000cn-20000704.32-fast.flm             51729.32
sn2000cn-20000709.24-fast.flm             51734.24
sn2000cn-20000710.27-fast.flm             51735.27
sn2000cn-20000803.24-fast.flm             51759.24
sn2000cp-20000622.28-fast.flm             51717.28
sn2000cp-20000623.29-fast.flm             51718.29
sn2000cp-20000624.34-fast.flm             51719.34
sn2000cu-20000726.26-fast.flm             51751.26
sn2000cv-20000726.17-fast.flm             51751.17
sn2000cw-20000726.46-fast.flm             51751.46
sn2000cx-20000726.48-fast.flm             51751.48
sn2000cx-20000727.43-fast.flm             51752.43
sn2000cx-20000803.45-fast.flm             51759.45
sn2000cx-20000902.36-fast.flm             51789.36
sn2000cx-20000903.38-fast.flm             51790.38
sn2000cx-20000905.40-fast.flm             51792.40
sn2000cx-20000919.38-fast.flm             51806.38
sn2000cx-20000921.42-fast.flm             51808.42
sn2000cx-20000927.36-fast.flm             51814.36
sn2000cx-20001003.35-fast.flm             51820.35
sn2000cx-20001029.29-fast.flm             51846.29
sn2000cx-20001120.18-fast.flm             51868.18
sn2000cx-20001124.21-fast.flm             51872.21
sn2000cx-20001130.23-fast.flm             51878.23
sn2000cx-20001217.22-fast.flm             51895.22
sn2000cx-20001230.10-fast.flm             51908.10
sn2000cx-20010126.13-mmt.flm              51935.13
sn2000dg-20000902.38-fast.flm             51789.38
sn2000dg-20000903.37-fast.flm             51790.37
sn2000dg-20000906.43-fast.flm             51793.43
sn2000dg-20000920.38-fast.flm             51807.38
sn2000dk-20000920.39-fast.flm             51807.39
sn2000dk-20000921.27-fast.flm             51808.27
sn2000dk-20000926.37-fast.flm             51813.37
sn2000dk-20000929.34-fast.flm             51816.34
sn2000dk-20001005.33-fast.flm             51822.33
sn2000dk-20001029.27-fast.flm             51846.27
sn2000dk-20001124.20-fast.flm             51872.20
sn2000dk-20001224.16-fast.flm             51902.16
sn2000dk-20010126.16-mmt.flm              51935.16
sn2000dl-20000921.41-fast.flm             51808.41
sn2000dm-20000925.11-fast.flm             51812.11
sn2000dn-20000929.29-fast.flm             51816.29
sn2000dn-20001003.30-fast.flm             51820.30
sn2000dn-20001006.25-fast.flm             51823.25
sn2000dn-20001123.13-fast.flm             51871.13
sn2000dp-20001004.40-fast.flm             51821.40
sn2000dp-20001006.41-fast.flm             51823.41
sn2000ey-20001201.12-fast.flm             51879.12
sn2000fa-20001203.44-mmt.flm              51881.44
sn2000fa-20001203.48-fast.flm             51881.48
sn2000fa-20001215.36-fast.flm             51893.36
sn2000fa-20001216.36-fast.flm             51894.36
sn2000fa-20001218.38-fast.flm             51896.38
sn2000fa-20001223.35-fast.flm             51901.35
sn2000fa-20001225.42-fast.flm             51903.42
sn2000fa-20001228.41-fast.flm             51906.41
sn2000fa-20001230.43-fast.flm             51908.43
sn2000fa-20010101.42-fast.flm             51910.42
sn2000fa-20010104.36-fast.flm             51913.36
sn2000fa-20010115.41-fast.flm             51924.41
sn2000fa-20010121.36-fast.flm             51930.36
sn2000fa-20010126.19-mmt.flm              51935.19
sn2000fa-20010325.18-mmt.flm              51993.18
sn2000fd-20001215.15-fast.flm             51893.15
sn2000fd-20001226.15-fast.flm             51904.15
sn2000fo-20001223.09-fast.flm             51901.09
sn2000fo-20001229.11-fast.flm             51907.11
sn2000fo-20010101.08-fast.flm             51910.08
sn2000fo-20010104.09-fast.flm             51913.09
sn2001C-20010114.20-fast.flm              51923.20
sn2001C-20010121.34-fast.flm              51930.34
sn2001C-20010222.25-fast.flm              51962.25
sn2001C-20010316.14-fast.flm              51984.14
sn2001C-20010318.13-fast.flm              51986.13
sn2001C-20010325.19-fast.flm              51993.19
sn2001C-20010325.25-mmt.flm               51993.25
sn2001C-20010328.18-fast.flm              51996.18
sn2001C-20010402.15-fast.flm              52001.15
sn2001E-20010119.49-fast.flm              51928.49
sn2001E-20010124.48-fast.flm              51933.48
sn2001E-20010131.46-fast.flm              51940.46
sn2001E-20010225.37-fast.flm              51965.37
sn2001F-20010114.54-fast.flm              51923.54
sn2001G-20010115.32-fast.flm              51924.32
sn2001G-20010125.34-fast.flm              51934.34
sn2001G-20010201.39-fast.flm              51941.39
sn2001G-20010216.31-fast.flm              51956.31
sn2001G-20010221.28-fast.flm              51961.28
sn2001G-20010223.29-fast.flm              51963.29
sn2001G-20010227.22-fast.flm              51967.22
sn2001G-20010301.45-fast.flm              51969.45
sn2001G-20010315.19-fast.flm              51983.19
sn2001G-20010317.18-fast.flm              51985.18
sn2001G-20010324.19-fast.flm              51992.19
sn2001G-20010325.27-mmt.flm               51993.27
sn2001G-20010327.17-fast.flm              51995.17
sn2001G-20010423.19-fast.flm              52022.19
sn2001G-20010525.18-mmt.flm               52054.18
sn2001L-20010119.46-fast.flm              51928.46
sn2001L-20010222.42-fast.flm              51962.42
sn2001N-20010122.46-fast.flm              51931.46
sn2001N-20010124.39-fast.flm              51933.39
sn2001N-20010126.24-mmt.flm               51935.24
sn2001N-20010131.40-fast.flm              51940.40
sn2001N-20010201.37-fast.flm              51941.37
sn2001N-20010202.47-fast.flm              51942.47
sn2001N-20010217.39-fast.flm              51957.39
sn2001N-20010221.34-fast.flm              51961.34
sn2001N-20010223.31-fast.flm              51963.31
sn2001P-20010202.52-fast.flm              51942.52
sn2001P-20010219.42-fast.flm              51959.42
sn2001U-20010219.48-fast.flm              51959.48
sn2001V-20010219.40-fast.flm              51959.40
sn2001V-20010220.29-fast.flm              51960.29
sn2001V-20010221.39-fast.flm              51961.39
sn2001V-20010222.44-fast.flm              51962.44
sn2001V-20010223.33-fast.flm              51963.33
sn2001V-20010225.30-fast.flm              51965.30
sn2001V-20010226.30-fast.flm              51966.30
sn2001V-20010227.33-fast.flm              51967.33
sn2001V-20010301.47-fast.flm              51969.47
sn2001V-20010314.43-fast.flm              51982.43
sn2001V-20010315.44-fast.flm              51983.44
sn2001V-20010316.29-fast.flm              51984.29
sn2001V-20010317.45-fast.flm              51985.45
sn2001V-20010318.47-fast.flm              51986.47
sn2001V-20010323.24-fast.flm              51991.24
sn2001V-20010324.21-fast.flm              51992.21
sn2001V-20010325.21-fast.flm              51993.21
sn2001V-20010325.40-mmt.flm               51993.40
sn2001V-20010326.24-fast.flm              51994.24
sn2001V-20010326.47-mmt.flm               51994.47
sn2001V-20010327.32-fast.flm              51995.32
sn2001V-20010328.29-fast.flm              51996.29
sn2001V-20010329.29-fast.flm              51997.29
sn2001V-20010401.22-fast.flm              52000.22
sn2001V-20010402.19-fast.flm              52001.19
sn2001V-20010414.31-fast.flm              52013.31
sn2001V-20010421.17-fast.flm              52020.17
sn2001V-20010422.38-fast.flm              52021.38
sn2001V-20010423.22-fast.flm              52022.22
sn2001V-20010424.23-fast.flm              52023.23
sn2001V-20010426.29-fast.flm              52025.29
sn2001V-20010426.33-mmt.flm               52025.33
sn2001V-20010427.35-fast.flm              52026.35
sn2001V-20010501.36-fast.flm              52030.36
sn2001V-20010518.24-fast.flm              52047.24
sn2001V-20010523.16-fast.flm              52052.16
sn2001V-20010524.30-mmt.flm               52053.30
sn2001V-20010619.23-mmt.flm               52079.23
sn2001ah-20010328.22-fast.flm             51996.22
sn2001ah-20010329.25-fast.flm             51997.25
sn2001ah-20010426.30-mmt.flm              52025.30
sn2001ah-20010524.26-mmt.flm              52053.26
sn2001ah-20010525.25-mmt.flm              52054.25
sn2001ay-20010421.48-fast.flm             52020.48
sn2001ay-20010424.32-fast.flm             52023.32
sn2001ay-20010426.34-fast.flm             52025.34
sn2001ay-20010426.41-mmt.flm              52025.41
sn2001ay-20010427.36-fast.flm             52026.36
sn2001ay-20010430.36-fast.flm             52029.36
sn2001ay-20010502.30-fast.flm             52031.30
sn2001ay-20010516.26-fast.flm             52045.26
sn2001ay-20010523.33-fast.flm             52052.33
sn2001ay-20010524.33-mmt.flm              52053.33
sn2001ay-20010525.34-mmt.flm              52054.34
sn2001ay-20010525.38-fast.flm             52054.38
sn2001ay-20010530.37-fast.flm             52059.37
sn2001ay-20010618.22-fast.flm             52078.22
sn2001ay-20010618.30-mmt.flm              52078.30
sn2001az-20010430.40-fast.flm             52029.40
sn2001az-20010522.33-fast.flm             52051.33
sn2001az-20010524.43-mmt.flm              52053.43
sn2001az-20010529.35-fast.flm             52058.35
sn2001az-20010618.39-mmt.flm              52078.39
sn2001bf-20010517.48-fast.flm             52046.48
sn2001bf-20010521.43-fast.flm             52050.43
sn2001bf-20010524.44-fast.flm             52053.44
sn2001bf-20010525.47-mmt.flm              52054.47
sn2001bf-20010529.37-fast.flm             52058.37
sn2001bf-20010628.30-fast.flm             52088.30
sn2001bf-20010714.27-fast.flm             52104.27
sn2001bf-20010715.40-mmt.flm              52105.40
sn2001bf-20010721.19-fast.flm             52111.19
sn2001bg-20010515.23-fast.flm             52044.23
sn2001bg-20010516.23-fast.flm             52045.23
sn2001bg-20010521.14-fast.flm             52050.14
sn2001bg-20010525.14-fast.flm             52054.14
sn2001bg-20010530.15-fast.flm             52059.15
sn2001bp-20010517.46-fast.flm             52046.46
sn2001bp-20010524.39-mmt.flm              52053.39
sn2001bp-20010525.39-mmt.flm              52054.39
sn2001bp-20010531.37-fast.flm             52060.37
sn2001bp-20010618.36-mmt.flm              52078.36
sn2001br-20010521.44-fast.flm             52050.44
sn2001br-20010524.46-mmt.flm              52053.46
sn2001br-20010618.44-mmt.flm              52078.44
sn2001br-20010714.29-fast.flm             52104.29
sn2001br-20010715.44-mmt.flm              52105.44
sn2001bs-20010524.36-mmt.flm              52053.36
sn2001bs-20010524.37-fast.flm             52053.37
sn2001cj-20010619.26-mmt.flm              52079.26
sn2001ck-20010617.29-fast.flm             52077.29
sn2001ck-20010618.33-mmt.flm              52078.33
sn2001ck-20010627.22-fast.flm             52087.22
sn2001ck-20010629.18-fast.flm             52089.18
sn2001cp-20010621.45-fast.flm             52081.45
sn2001cp-20010623.44-fast.flm             52083.44
sn2001cp-20010624.40-fast.flm             52084.40
sn2001cp-20010627.26-fast.flm             52087.26
sn2001cp-20010629.28-fast.flm             52089.28
sn2001cp-20010715.25-fast.flm             52105.25
sn2001cp-20010721.21-fast.flm             52111.21
sn2001cp-20010725.26-fast.flm             52115.26
sn2001da-20010714.46-fast.flm             52104.46
sn2001da-20010715.47-mmt.flm              52105.47
sn2001da-20010716.46-fast.flm             52106.46
sn2001da-20010718.45-fast.flm             52108.45
sn2001da-20010719.47-fast.flm             52109.47
sn2001da-20010724.45-fast.flm             52114.45
sn2001da-20010912.32-fast.flm             52164.32
sn2001de-20010724.43-fast.flm             52114.43
sn2001eb-20010911.49-fast.flm             52163.49
sn2001ec-20010911.45-fast.flm             52163.45
sn2001ec-20010912.45-fast.flm             52164.45
sn2001ec-20010915.45-fast.flm             52167.45
sn2001ed-20010911.43-fast.flm             52163.43
sn2001eh-20010912.44-fast.flm             52164.44
sn2001eh-20010915.42-fast.flm             52167.42
sn2001eh-20010917.39-fast.flm             52169.39
sn2001eh-20010920.33-fast.flm             52172.33
sn2001eh-20010921.35-fast.flm             52173.35
sn2001eh-20010922.35-fast.flm             52174.35
sn2001eh-20010923.37-fast.flm             52175.37
sn2001eh-20010926.37-fast.flm             52178.37
sn2001eh-20011013.33-fast.flm             52195.33
sn2001eh-20011014.32-fast.flm             52196.32
sn2001eh-20011015.32-fast.flm             52197.32
sn2001eh-20011017.33-fast.flm             52199.33
sn2001eh-20011019.39-fast.flm             52201.39
sn2001eh-20011021.30-fast.flm             52203.30
sn2001eh-20011024.26-fast.flm             52206.26
sn2001eh-20011117.20-fast.flm             52230.20
sn2001en-20011011.39-fast.flm             52193.39
sn2001en-20011014.34-fast.flm             52196.34
sn2001en-20011015.31-fast.flm             52197.31
sn2001en-20011016.33-fast.flm             52198.33
sn2001en-20011018.35-fast.flm             52200.35
sn2001en-20011020.29-fast.flm             52202.29
sn2001en-20011022.29-fast.flm             52204.29
sn2001en-20011024.25-fast.flm             52206.25
sn2001en-20011117.19-fast.flm             52230.19
sn2001eo-20011013.50-fast.flm             52195.50
sn2001ep-20011010.49-fast.flm             52192.49
sn2001ep-20011014.45-fast.flm             52196.45
sn2001ep-20011015.45-fast.flm             52197.45
sn2001ep-20011016.45-fast.flm             52198.45
sn2001ep-20011017.42-fast.flm             52199.42
sn2001ep-20011018.43-fast.flm             52200.43
sn2001ep-20011019.44-fast.flm             52201.44
sn2001ep-20011020.44-fast.flm             52202.44
sn2001ep-20011021.43-fast.flm             52203.43
sn2001ep-20011022.43-fast.flm             52204.43
sn2001ep-20011023.45-fast.flm             52205.45
sn2001ep-20011024.43-fast.flm             52206.43
sn2001ep-20011025.43-fast.flm             52207.43
sn2001ep-20011107.39-fast.flm             52220.39
sn2001ep-20011115.37-fast.flm             52228.37
sn2001ep-20011118.47-fast.flm             52231.47
sn2001ep-20011120.48-fast.flm             52233.48
sn2001ep-20011122.28-fast.flm             52235.28
sn2001ep-20011204.32-fast.flm             52247.32
sn2001ep-20011214.32-fast.flm             52257.32
sn2001ep-20011218.31-fast.flm             52261.31
sn2001ep-20011224.33-fast.flm             52267.33
sn2001ep-20020114.22-fast.flm             52288.22
sn2001es-20011013.34-fast.flm             52195.34
sn2001ex-20011018.51-fast.flm             52200.51
sn2001fe-20011114.49-fast.flm             52227.49
sn2001fe-20011116.51-fast.flm             52229.51
sn2001fe-20011119.47-fast.flm             52232.47
sn2001fe-20011122.48-fast.flm             52235.48
sn2001fe-20011207.49-fast.flm             52250.49
sn2001fe-20011214.48-fast.flm             52257.48
sn2001fe-20011217.43-fast.flm             52260.43
sn2001fe-20011220.52-fast.flm             52263.52
sn2001fe-20011224.37-fast.flm             52267.37
sn2001fe-20020107.34-fast.flm             52281.34
sn2001fe-20020109.43-fast.flm             52283.43
sn2001fe-20020118.37-fast.flm             52292.37
sn2001fh-20011107.20-fast.flm             52220.20
sn2001fh-20011108.19-fast.flm             52221.19
sn2001fh-20011109.10-fast.flm             52222.10
sn2001fh-20011115.09-fast.flm             52228.09
sn2001fh-20011118.07-fast.flm             52231.07
sn2001fh-20011120.08-fast.flm             52233.08
sn2001fu-20011107.51-fast.flm             52220.51
sn2001gb-20011122.50-fast.flm             52235.50
sn2001gb-20011213.50-fast.flm             52256.50
sn2001gb-20011217.45-fast.flm             52260.45
sn2001gb-20011222.52-fast.flm             52265.52
sn2001gb-20020109.45-fast.flm             52283.45
sn2001gc-20011122.26-fast.flm             52235.26
sn2001gc-20011204.36-fast.flm             52247.36
sn2001gc-20011205.35-fast.flm             52248.35
sn2001gc-20011206.33-fast.flm             52249.33
sn2001gc-20011208.35-fast.flm             52251.35
sn2001gc-20011214.46-fast.flm             52257.46
sn2001gc-20011219.48-fast.flm             52262.48
sn2001gc-20011223.32-fast.flm             52266.32
sn2001gc-20020108.25-fast.flm             52282.25
sn2001ib-20011210.09-fast.flm             52253.09
sn2001ib-20011214.12-fast.flm             52257.12
sn2001ic-20011214.09-fast.flm             52257.09
sn2001ic-20011218.11-fast.flm             52261.11
sn2001ie-20011212.49-fast.flm             52255.49
sn2001ie-20011214.51-fast.flm             52257.51
sn2001ie-20011217.47-fast.flm             52260.47
sn2001ie-20011221.50-fast.flm             52264.50
sn2001ie-20011223.55-fast.flm             52266.55
sn2001ie-20011225.55-fast.flm             52268.55
sn2001ie-20020107.54-fast.flm             52281.54
sn2001ie-20020109.47-fast.flm             52283.47
sn2001if-20011214.30-fast.flm             52257.30
sn2001if-20011218.20-fast.flm             52261.20
sn2001iq-20011223.08-fast.flm             52266.08
sn2001iq-20011225.12-fast.flm             52268.12
sn2001iq-20020121.09-fast.flm             52295.09
sn2001iq-20020122.09-fast.flm             52296.09
sn2002G-20020120.53-fast.flm              52294.53
sn2002G-20020122.52-fast.flm              52296.52
sn2002H-20020122.55-fast.flm              52296.55
sn2002I-20020122.54-fast.flm              52296.54
sn2002ar-20020211.52-fast.flm             52316.52
sn2002ar-20020212.44-fast.flm             52317.44
sn2002ar-20020213.48-fast.flm             52318.48
sn2002ar-20020214.42-fast.flm             52319.42
sn2002ar-20020215.47-fast.flm             52320.47
sn2002ar-20020320.28-fast.flm             52353.28
sn2002av-20020212.19-fast.flm             52317.19
sn2002av-20020213.19-fast.flm             52318.19
sn2002av-20020215.16-fast.flm             52320.16
sn2002aw-20020217.51-fast.flm             52322.51
sn2002aw-20020218.52-fast.flm             52323.52
sn2002aw-20020220.52-fast.flm             52325.52
sn2002bf-20020306.22-fast.flm             52339.22
sn2002bf-20020309.25-fast.flm             52342.25
sn2002bf-20020310.24-fast.flm             52343.24
sn2002bf-20020311.21-fast.flm             52344.21
sn2002bf-20020315.22-fast.flm             52348.22
sn2002bf-20020316.32-fast.flm             52349.32
sn2002bf-20020317.33-fast.flm             52350.33
sn2002bf-20020318.24-fast.flm             52351.24
sn2002bf-20020319.33-fast.flm             52352.33
sn2002bf-20020320.22-fast.flm             52353.22
sn2002bf-20020321.22-fast.flm             52354.22
sn2002bf-20020322.33-fast.flm             52355.33
sn2002bf-20020403.21-fast.flm             52367.21
sn2002bg-20020306.51-fast.flm             52339.51
sn2002bi-20020306.50-fast.flm             52339.50
sn2002bn-20020309.29-fast.flm             52342.29
sn2002bo-20020310.26-fast.flm             52343.26
sn2002bo-20020311.23-fast.flm             52344.23
sn2002bo-20020315.25-fast.flm             52348.25
sn2002bo-20020316.34-fast.flm             52349.34
sn2002bo-20020317.35-fast.flm             52350.35
sn2002bo-20020318.27-fast.flm             52351.27
sn2002bo-20020319.34-fast.flm             52352.34
sn2002bo-20020320.26-fast.flm             52353.26
sn2002bo-20020321.24-fast.flm             52354.24
sn2002bo-20020322.17-fast.flm             52355.17
sn2002bo-20020403.19-fast.flm             52367.19
sn2002bo-20020404.37-fast.flm             52368.37
sn2002bo-20020405.23-fast.flm             52369.23
sn2002bo-20020406.23-fast.flm             52370.23
sn2002bo-20020407.30-fast.flm             52371.30
sn2002bo-20020408.20-fast.flm             52372.20
sn2002bo-20020409.20-fast.flm             52373.20
sn2002bo-20020410.27-fast.flm             52374.27
sn2002bo-20020411.19-fast.flm             52375.19
sn2002bo-20020412.24-fast.flm             52376.24
sn2002bo-20020413.19-fast.flm             52377.19
sn2002bo-20020414.17-fast.flm             52378.17
sn2002bo-20020416.32-fast.flm             52380.32
sn2002bo-20020420.17-fast.flm             52384.17
sn2002bo-20020421.13-fast.flm             52385.13
sn2002bo-20020422.18-fast.flm             52386.18
sn2002bo-20020503.18-fast.flm             52397.18
sn2002bo-20020506.18-fast.flm             52400.18
sn2002bo-20020508.16-fast.flm             52402.16
sn2002bo-20020512.17-fast.flm             52406.17
sn2002bo-20020514.17-fast.flm             52408.17
sn2002bo-20020517.18-fast.flm             52411.18
sn2002bo-20020520.14-fast.flm             52414.14
sn2002bo-20020604.17-fast.flm             52429.17
sn2002bo-20020611.15-fast.flm             52436.15
sn2002bo-20030129.39-mmt.flm              52668.39
sn2002br-20020315.27-fast.flm             52348.27
sn2002br-20020403.18-fast.flm             52367.18
sn2002bs-20020403.34-fast.flm             52367.34
sn2002bs-20020404.39-fast.flm             52368.39
sn2002bs-20020407.33-fast.flm             52371.33
sn2002bs-20020409.34-fast.flm             52373.34
sn2002bs-20020413.26-fast.flm             52377.26
sn2002bs-20020505.17-fast.flm             52399.17
sn2002bt-20020403.39-fast.flm             52367.39
sn2002bw-20020404.50-fast.flm             52368.50
sn2002bz-20020405.37-fast.flm             52369.37
sn2002bz-20020406.36-fast.flm             52370.36
sn2002bz-20020407.38-fast.flm             52371.38
sn2002bz-20020408.41-fast.flm             52372.41
sn2002bz-20020409.36-fast.flm             52373.36
sn2002bz-20020411.47-fast.flm             52375.47
sn2002bz-20020414.31-fast.flm             52378.31
sn2002bz-20020420.42-fast.flm             52384.42
sn2002bz-20020505.35-fast.flm             52399.35
sn2002bz-20020513.20-fast.flm             52407.20
sn2002cc-20020410.19-fast.flm             52374.19
sn2002cd-20020410.49-fast.flm             52374.49
sn2002cd-20020411.48-fast.flm             52375.48
sn2002cd-20020412.49-fast.flm             52376.49
sn2002cd-20020413.48-fast.flm             52377.48
sn2002cd-20020414.49-fast.flm             52378.49
sn2002cd-20020415.49-fast.flm             52379.49
sn2002cd-20020419.48-fast.flm             52383.48
sn2002cd-20020421.49-fast.flm             52385.49
sn2002cd-20020422.49-fast.flm             52386.49
sn2002cd-20020504.47-fast.flm             52398.47
sn2002cd-20020507.45-fast.flm             52401.45
sn2002cd-20020513.47-fast.flm             52407.47
sn2002cd-20020605.46-fast.flm             52430.46
sn2002cd-20020611.45-fast.flm             52436.45
sn2002cd-20020617.45-fast.flm             52442.45
sn2002cf-20020415.30-fast.flm             52379.30
sn2002ci-20020421.42-fast.flm             52385.42
sn2002ck-20020502.46-fast.flm             52396.46
sn2002ck-20020503.34-fast.flm             52397.34
sn2002ck-20020505.37-fast.flm             52399.37
sn2002ck-20020507.38-fast.flm             52401.38
sn2002ck-20020515.29-fast.flm             52409.29
sn2002ck-20020519.24-fast.flm             52413.24
sn2002ck-20020602.23-fast.flm             52427.23
sn2002ck-20020610.26-fast.flm             52435.26
sn2002cr-20020503.29-fast.flm             52397.29
sn2002cr-20020506.25-fast.flm             52400.25
sn2002cr-20020508.21-fast.flm             52402.21
sn2002cr-20020512.19-fast.flm             52406.19
sn2002cr-20020515.28-fast.flm             52409.28
sn2002cr-20020519.18-fast.flm             52413.18
sn2002cr-20020603.16-fast.flm             52428.16
sn2002cs-20020507.39-fast.flm             52401.39
sn2002cs-20020508.47-fast.flm             52402.47
sn2002cs-20020511.44-fast.flm             52405.44
sn2002cs-20020519.39-fast.flm             52413.39
sn2002cs-20020603.34-fast.flm             52428.34
sn2002cu-20020513.46-fast.flm             52407.46
sn2002cu-20020515.46-fast.flm             52409.46
sn2002cu-20020518.47-fast.flm             52412.47
sn2002cx-20020517.23-fast.flm             52411.23
sn2002cx-20020520.18-fast.flm             52414.18
sn2002cx-20020602.20-fast.flm             52427.20
sn2002cx-20020606.18-fast.flm             52431.18
sn2002cx-20030402.31-ldss2.flm            52731.31
sn2002db-20020601.29-fast.flm             52426.29
sn2002de-20020602.24-fast.flm             52427.24
sn2002de-20020603.33-fast.flm             52428.33
sn2002de-20020604.23-fast.flm             52429.23
sn2002de-20020605.41-fast.flm             52430.41
sn2002de-20020606.22-fast.flm             52431.22
sn2002de-20020610.28-fast.flm             52435.28
sn2002de-20020611.29-fast.flm             52436.29
sn2002de-20020612.29-fast.flm             52437.29
sn2002de-20020614.19-fast.flm             52439.19
sn2002de-20020617.23-fast.flm             52442.23
sn2002de-20020706.18-fast.flm             52461.18
sn2002df-20020604.46-fast.flm             52429.46
sn2002di-20020612.33-fast.flm             52437.33
sn2002dj-20020614.17-fast.flm             52439.17
sn2002dj-20020615.17-fast.flm             52440.17
sn2002dj-20020617.17-fast.flm             52442.17
sn2002dj-20020618.17-fast.flm             52443.17
sn2002dj-20020619.18-fast.flm             52444.18
sn2002dj-20020705.18-fast.flm             52460.18
sn2002dj-20020712.17-fast.flm             52467.17
sn2002dk-20020615.35-fast.flm             52440.35
